function	W1_CLT_1_tags	W1_CLT_2_tags	W1_CLT_3_tags	W1_CLT_4_tags	W1_CLT_5_tags	W1_DSS_1_tags	W1_DSS_2_tags	W1_DSS_3_tags	W1_DSS_4_tags	W1_DSS_5_tags	W1_LbGP_1_tags	W1_LbGP_2_tags	W1_LbGP_3_tags	W1_LbGP_4_tags	W1_LbGP_5_tags	W2_CLT_1_tags	W2_CLT_2_tags	W2_CLT_3_tags	W2_CLT_4_tags	W2_CLT_5_tags	W2_DSS_1_tags	W2_DSS_2_tags	W2_DSS_3_tags	W2_DSS_4_tags	W2_DSS_5_tags	W2_LbGP_1_tags	W2_LbGP_2_tags	W2_LbGP_3_tags	W2_LbGP_4_tags	W2_LbGP_5_tags	W3_CLT_1_tags	W3_CLT_2_tags	W3_CLT_3_tags	W3_CLT_4_tags	W3_CLT_5_tags	W3_DSS_1_tags	W3_DSS_2_tags	W3_DSS_3_tags	W3_DSS_4_tags	W3_DSS_5_tags	W3_LbGP_1_tags	W3_LbGP_2_tags	W3_LbGP_3_tags	W3_LbGP_4_tags	W3_LbGP_5_tags
RXN1G-912	16293.17	23698.51	10000.74	13878.42	2804.67	20101.42	32195.5	20049.92	36403.0	5943.67	19613.91	14520.84	33685.66	25161.25	33728.99	18724.67	16752.42	17579.83	23606.91	17306.33	26555.26	28466.66	32093.25	30134.24	12612.51	10984.58	11329.42	14241.74	6762.66	13192.5	6111.67	12918.08	10007.51	10978.83	6350.67	18520.75	3439.92	7310.67	4948.58	24136.83	6030.58	6123.92	15705.08	10276.0	14307.92
RXN1G-915	18330.17	23798.84	10703.41	14804.75	2883.0	16415.42	36564.5	23131.25	41507.0	7438.0	26574.58	14708.17	43099.33	31252.25	44025.66	20030.67	19082.42	15731.5	25729.58	16926.33	36958.59	38076.33	43984.25	42317.91	17352.84	12800.58	12213.42	16800.41	7693.33	14528.5	6833.0	15271.08	11278.84	11884.83	8403.0	33232.75	3873.92	7759.0	6331.25	47208.5	6736.25	7143.25	21980.75	11293.0	16127.92
RXN1G-94	16270.67	23671.76	9969.74	13840.42	2778.67	19657.42	32022.0	17322.67	35919.75	5653.42	19070.41	12407.09	27322.66	22866.75	29089.74	18694.17	16723.67	17529.08	23583.16	17271.08	21846.01	24683.91	27501.0	26552.74	11208.26	10840.58	11162.42	12573.24	6647.41	11951.75	6085.17	12882.58	9944.01	10934.33	6285.17	18460.75	3381.92	7270.17	4866.08	24064.58	5932.58	6062.42	15648.83	10209.0	14202.17
RXN1G-951	30152.84	47299.01	22552.74	40693.08	5282.33	23026.09	45571.5	42695.58	54135.0	15532.33	37459.08	28606.67	60992.33	47406.75	61800.49	55323.34	30958.09	56406.67	71496.08	63534.66	56834.26	58364.83	67013.25	61127.74	29769.51	27771.91	32336.59	33342.740000000005	19634.33	30581.5	15007.33	32743.41	31277.01	20901.66	16850.33	42100.25	9056.09	18091.33	17169.42	60550.17	15992.92	12168.58	34560.42	18549.0	36451.09
RXN1G-962	18330.17	23798.84	10703.41	14804.75	2883.0	16415.42	36564.5	23131.25	41507.0	7438.0	26574.58	14708.17	43099.33	31252.25	44025.66	20030.67	19082.42	15731.5	25729.58	16926.33	36958.59	38076.33	43984.25	42317.91	17352.84	12800.58	12213.42	16800.41	7693.33	14528.5	6833.0	15271.08	11278.84	11884.83	8403.0	33232.75	3873.92	7759.0	6331.25	47208.5	6736.25	7143.25	21980.75	11293.0	16127.92
RXN3O-102	154.0	125.67	96.33	146.67	92.67	6745.0	8605.0	391.67	9034.0	73.67	1460.33	2441.67	3282.33	3204.0	3865.33	66.0	104.0	2759.33	69.33	1733.0	145.67	820.33	475.0	1317.33	171.67	638.0	267.0	171.33	140.33	195.0	7.67	10.0	11.67	12.0	10.67	108.0	29.0	16.67	10.33	48.33	14.33	9.67	9.33	8.0	7.0
RXN3O-1803	199.0	179.17000000000004	158.32999999999996	222.67	144.67000000000004	7633.0	8952.0	5846.17	10000.5	654.17	2547.33	6669.17	16008.33	7793.0	13143.83	127.0	161.5	2860.83	116.83	1803.5	9564.17	8385.83	9659.5	8480.33	2980.17	926.0	601.0	3508.33	370.83	2676.5	60.67	81.0	138.67	101.0	141.67	228.0	145.0	97.67	175.33	192.83	210.33	132.67	121.83	142.0	218.5
RXN3O-4113	32958.17	68188.51	21971.74	21903.42	6172.67	22434.42	25268.5	19142.92	29966.0	7726.67	25201.91	16396.84	28045.66	25095.25	26620.99	38328.67	43213.42	28647.83	55714.91	30211.33	19579.26	25641.66	24565.25	23944.24	15052.51	22042.58	22144.42	26288.74	11268.66	28175.5	13874.67	31037.08	16638.510000000002	27972.83	8435.67	14753.75	6695.92	19409.67	8225.58	7725.83	11549.58	8078.92	23385.08	15473.0	29204.92
RXN3O-5293	17600.67	23358.09	8931.41	9795.75	2613.0	13246.42	26544.0	16995.0	29982.75	5052.75	20779.08	9232.42	29102.33	21795.75	29718.41	13210.17	18902.67	5874.75	16837.83	5816.08	24917.34	27152.58	31108.0	29616.41	11880.59	9968.58	8015.42	11706.91	4502.08	10830.75	5879.5	14790.58	6170.34	11474.33	5546.5	23103.75	2735.92	6859.5	3197.75	29451.25	4711.25	5810.75	18206.5	10547.0	12539.17
RXN3O-54	10095.17	1857.09	5025.16	10711.5	1518.0	12794.17	31716.5	18809.75	35471.25	4507.25	17156.33	8703.42	30604.33	22693.0	33559.91	7285.17	4148.92	4725.75	3454.58	4177.58	28822.09	28824.08	34915.75	32830.66	10031.59	4319.83	5222.17	6886.66	4421.58	4116.75	2677.5	3942.33	7022.84	3653.83	6028.5	25241.5	1880.17	1050.5	2181.0	40928.25	3731.5	7717.0	13135.75	11871.0	7599.92
RXN66-1	2945.17	157.42000000000004	388.33	3456.33	116.33	2952.67	10106.5	14879.58	12252.25	2768.58	7246.5	3580.75	14564.0	10129.5	15479.58	2469.17	152.42000000000004	679.4200000000002	789.75	592.58	18079.92	17516.75	22019.25	17961.83	4893.92	1163.33	1218.67	3911.83	563.25	2342.75	284.8300000000001	1081.83	549.17	368.83	786.8299999999998	10030.0	283.67	210.83	505.17	17691.92	492.67	511.83	1120.92	2542.0	1330.42
RXN66-3	3229.0	1012.0	3686.75	9016.75	758.0	528.25	212.5	418.0	367.25	1333.25	436.0	2452.0	546.5	1190.0	461.5	8778.0	1065.0	10494.5	9096.25	12383.75	86.5	88.5	88.5	116.5	1881.25	3310.75	5510.0	1302.25	4056.75	1435.75	2488.0	4739.25	7482.25	1415.25	3798.5	330.5	1580.0	1783.0	2850.5	221.75	3120.25	4381.75	6995.5	5175.5	6238.25
RXN66-336	2464.5	275.67	970.33	2247.67	208.67	7588.5	11929.0	840.9200000000002	12474.75	831.42	5051.08	4134.67	8859.83	6494.75	8794.33	1737.0	2722.75	4170.83	2287.83	4145.25	3425.42	4169.33	4617.75	5789.58	2869.92	3682.5	1604.25	741.83	868.58	680.75	1469.67	6423.5	1142.42	801.75	1497.17	5047.75	439.75	1226.67	1066.58	5671.08	675.3299999999998	1066.17	6711.58	1381.5	2371.5
RXN66-337	1088.5	427.0	1953.0	6497.0	258.0	2901.5	9941.0	3482.25	11207.75	2102.75	5373.75	3757.0	8045.5	7703.75	10024.0	7254.0	441.75	10511.5	9121.5	12514.25	7338.75	7150.0	8300.75	9126.25	4076.25	4236.5	4674.25	3449.5	3115.25	2467.75	1777.0	4603.5	5231.75	471.75	2822.5	10086.75	1170.75	1701.0	3067.25	17702.75	2152.0	1492.5	4470.25	1487.5	4397.5
RXN66-343	2425.0	700.75	1901.75	3055.75	595.0	462.75	189.0	2760.0	506.75	338.75	557.75	2139.75	6394.0	2326.75	4665.75	1719.5	758.0	238.75	225.5	284.75	4733.0	3811.25	4620.0	3606.75	1431.25	176.25	1459.75	1705.25	1438.75	1264.75	854.5	279.25	2653.0	1222.0	1649.5	201.75	610.25	219.5	218.75	106.25	1350.25	3144.75	2916.5	4215.0	2323.5
RXN66-469	16660.5	3483.67	10632.58	18116.92	2762.67	21146.25	61344.5	25602.92	67766.5	8929.17	37661.08	23521.67	79715.33	50274.75	79228.83	17368.0	12187.75	16771.33	18178.58	18729.5	61305.92	57807.83	68435.25	69808.08	27363.67	12856.75	12991.25	19116.58	11549.83	12755.0	6323.67	10672.25	17872.17	7526.5	15459.67	60224.25	4706.75	3337.67	9019.08	93089.33	8686.08	14698.42	37338.08	17039.0	17497.25
RXN66-472	3229.0	1012.0	3686.75	9016.75	758.0	528.25	212.5	418.0	367.25	1333.25	436.0	2452.0	546.5	1190.0	461.5	8778.0	1065.0	10494.5	9096.25	12383.75	86.5	88.5	88.5	116.5	1881.25	3310.75	5510.0	1302.25	4056.75	1435.75	2488.0	4739.25	7482.25	1415.25	3798.5	330.5	1580.0	1783.0	2850.5	221.75	3120.25	4381.75	6995.5	5175.5	6238.25
RXN66-476	3229.0	1012.0	3686.75	9016.75	758.0	528.25	212.5	418.0	367.25	1333.25	436.0	2452.0	546.5	1190.0	461.5	8778.0	1065.0	10494.5	9096.25	12383.75	86.5	88.5	88.5	116.5	1881.25	3310.75	5510.0	1302.25	4056.75	1435.75	2488.0	4739.25	7482.25	1415.25	3798.5	330.5	1580.0	1783.0	2850.5	221.75	3120.25	4381.75	6995.5	5175.5	6238.25
RXN66-477	16660.5	3483.67	10632.58	18116.92	2762.67	21146.25	61344.5	25602.92	67766.5	8929.17	37661.08	23521.67	79715.33	50274.75	79228.83	17368.0	12187.75	16771.33	18178.58	18729.5	61305.92	57807.83	68435.25	69808.08	27363.67	12856.75	12991.25	19116.58	11549.83	12755.0	6323.67	10672.25	17872.17	7526.5	15459.67	60224.25	4706.75	3337.67	9019.08	93089.33	8686.08	14698.42	37338.08	17039.0	17497.25
RXN66-478	32958.17	68188.51	21971.74	21903.42	6172.67	22434.42	25268.5	19142.92	29966.0	7726.67	25201.91	16396.84	28045.66	25095.25	26620.99	38328.67	43213.42	28647.83	55714.91	30211.33	19579.26	25641.66	24565.25	23944.24	15052.51	22042.58	22144.42	26288.74	11268.66	28175.5	13874.67	31037.08	16638.510000000002	27972.83	8435.67	14753.75	6695.92	19409.67	8225.58	7725.83	11549.58	8078.92	23385.08	15473.0	29204.92
RXN66-479	3229.0	1012.0	3686.75	9016.75	758.0	528.25	212.5	418.0	367.25	1333.25	436.0	2452.0	546.5	1190.0	461.5	8778.0	1065.0	10494.5	9096.25	12383.75	86.5	88.5	88.5	116.5	1881.25	3310.75	5510.0	1302.25	4056.75	1435.75	2488.0	4739.25	7482.25	1415.25	3798.5	330.5	1580.0	1783.0	2850.5	221.75	3120.25	4381.75	6995.5	5175.5	6238.25
RXN66-480	16660.5	3483.67	10632.58	18116.92	2762.67	21146.25	61344.5	25602.92	67766.5	8929.17	37661.08	23521.67	79715.33	50274.75	79228.83	17368.0	12187.75	16771.33	18178.58	18729.5	61305.92	57807.83	68435.25	69808.08	27363.67	12856.75	12991.25	19116.58	11549.83	12755.0	6323.67	10672.25	17872.17	7526.5	15459.67	60224.25	4706.75	3337.67	9019.08	93089.33	8686.08	14698.42	37338.08	17039.0	17497.25
RXN66-483	16660.5	3483.67	10632.58	18116.92	2762.67	21146.25	61344.5	25602.92	67766.5	8929.17	37661.08	23521.67	79715.33	50274.75	79228.83	17368.0	12187.75	16771.33	18178.58	18729.5	61305.92	57807.83	68435.25	69808.08	27363.67	12856.75	12991.25	19116.58	11549.83	12755.0	6323.67	10672.25	17872.17	7526.5	15459.67	60224.25	4706.75	3337.67	9019.08	93089.33	8686.08	14698.42	37338.08	17039.0	17497.25
RXN66-484	16660.5	3483.67	10632.58	18116.92	2762.67	21146.25	61344.5	25602.92	67766.5	8929.17	37661.08	23521.67	79715.33	50274.75	79228.83	17368.0	12187.75	16771.33	18178.58	18729.5	61305.92	57807.83	68435.25	69808.08	27363.67	12856.75	12991.25	19116.58	11549.83	12755.0	6323.67	10672.25	17872.17	7526.5	15459.67	60224.25	4706.75	3337.67	9019.08	93089.33	8686.08	14698.42	37338.08	17039.0	17497.25
RXN66-521	21249.34	24725.26	12398.49	23646.83	3654.33	27797.34	79296.5	49752.83	90857.5	12034.83	46827.08	21437.92	77893.83	62641.75	89097.73999999999	22898.84	16022.84	16712.42	23952.58	18781.66	77627.01	77310.58	90756.0	87519.23999999999	25790.01	16384.66	15808.09	28417.49	9769.33	20180.0	8039.83	16677.16	14072.26	13104.91	10327.33	73170.25	4732.59	8642.83	6320.92	123802.17	8970.17	10065.83	16154.17	19501.5	19198.59
RXN66-532	16498.17	23559.09	10085.41	15219.75	2700.0	13088.92	23511.0	17004.25	27052.5	5587.5	17731.83	10360.42	24451.83	20204.5	25580.41	19092.17	16910.42	15475.25	23767.33	16977.33	21707.09	23872.58	27042.75	25241.66	11044.84	11751.08	11538.67	12426.41	6546.33	11767.5	6927.5	17031.08	10119.09	11028.08	6306.0	18370.5	3443.67	8095.5	4872.0	24034.0	6143.25	6274.25	16391.75	11009.5	15109.67
RXN66-542	2837.17	194.09	347.66	3105.0	140.0	7305.67	8967.5	12174.25	10422.25	2024.25	3754.83	4691.42	10316.33	6787.5	9755.91	2370.17	150.42000000000004	3233.75	632.08	1945.58	10949.59	11247.08	14254.25	10244.16	2843.59	843.3299999999998	1028.67	1899.16	321.5800000000001	1481.75	175.5	983.83	221.84	146.82999999999996	189.5	240.0	169.67000000000004	130.5	162.50000000000003	225.25	223.00000000000003	327.5	795.25	2090.0	960.42
RXN66-546	16498.17	23559.09	10085.41	15219.75	2700.0	13088.92	23511.0	17004.25	27052.5	5587.5	17731.83	10360.42	24451.83	20204.5	25580.41	19092.17	16910.42	15475.25	23767.33	16977.33	21707.09	23872.58	27042.75	25241.66	11044.84	11751.08	11538.67	12426.41	6546.33	11767.5	6927.5	17031.08	10119.09	11028.08	6306.0	18370.5	3443.67	8095.5	4872.0	24034.0	6143.25	6274.25	16391.75	11009.5	15109.67
RXN66-579	2425.0	700.75	1901.75	3055.75	595.0	462.75	189.0	2760.0	506.75	338.75	557.75	2139.75	6394.0	2326.75	4665.75	1719.5	758.0	238.75	225.5	284.75	4733.0	3811.25	4620.0	3606.75	1431.25	176.25	1459.75	1705.25	1438.75	1264.75	854.5	279.25	2653.0	1222.0	1649.5	201.75	610.25	219.5	218.75	106.25	1350.25	3144.75	2916.5	4215.0	2323.5
RXN6666-5	3229.0	1012.0	3686.75	9016.75	758.0	528.25	212.5	418.0	367.25	1333.25	436.0	2452.0	546.5	1190.0	461.5	8778.0	1065.0	10494.5	9096.25	12383.75	86.5	88.5	88.5	116.5	1881.25	3310.75	5510.0	1302.25	4056.75	1435.75	2488.0	4739.25	7482.25	1415.25	3798.5	330.5	1580.0	1783.0	2850.5	221.75	3120.25	4381.75	6995.5	5175.5	6238.25
RXN8J2-140	2660.67	41.67	220.33	2920.33	21.33	116.67	189.0	9055.33	905.0	1660.33	1751.0	136.0	671.0	1289.0	1251.33	2273.67	17.67	423.67	539.0	177.33	6094.67	6644.0	9187.0	5345.33	1267.67	61.33	594.67	59.33	66.0	46.0	141.33	938.33	146.67	90.33	113.33	72.0	82.67	73.33	69.67	104.67	110.67	256.33	729.67	2015.0	847.67
RXNI-3	154.0	125.67	96.33	146.67	92.67	6745.0	8605.0	391.67	9034.0	73.67	1460.33	2441.67	3282.33	3204.0	3865.33	66.0	104.0	2759.33	69.33	1733.0	145.67	820.33	475.0	1317.33	171.67	638.0	267.0	171.33	140.33	195.0	7.67	10.0	11.67	12.0	10.67	108.0	29.0	16.67	10.33	48.33	14.33	9.67	9.33	8.0	7.0
RXNQT-4191	2237.0	388.34	854.66	868.3399999999998	287.3400000000001	14157.0	20440.0	1159.34	21342.0	897.34	6389.66	6181.34	11730.66	9157.0	12303.66	1339.0	2536.0	6224.66	2103.66	4439.0	3564.34	4980.66	5076.0	7100.66	3033.34	2772.0	1228.0	888.6600000000002	969.66	865.0	627.34	2275.0	967.34	708.0	1476.34	5138.0	378.0	401.34	1060.66	5701.66	464.66	854.34	5968.66	581.0	1464.0
S-2-HYDROXY-ACID-OXIDASE-RXN	2660.67	41.67	220.33	2920.33	21.33	116.67	189.0	9055.33	905.0	1660.33	1751.0	136.0	671.0	1289.0	1251.33	2273.67	17.67	423.67	539.0	177.33	6094.67	6644.0	9187.0	5345.33	1267.67	61.33	594.67	59.33	66.0	46.0	141.33	938.33	146.67	90.33	113.33	72.0	82.67	73.33	69.67	104.67	110.67	256.33	729.67	2015.0	847.67
S-ADENMETSYN-RXN	16498.17	23559.09	10085.41	15219.75	2700.0	13088.92	23511.0	17004.25	27052.5	5587.5	17731.83	10360.42	24451.83	20204.5	25580.41	19092.17	16910.42	15475.25	23767.33	16977.33	21707.09	23872.58	27042.75	25241.66	11044.84	11751.08	11538.67	12426.41	6546.33	11767.5	6927.5	17031.08	10119.09	11028.08	6306.0	18370.5	3443.67	8095.5	4872.0	24034.0	6143.25	6274.25	16391.75	11009.5	15109.67
S-ADENOSYLHOMOCYSTEINE-DEAMINASE-RXN	4851.67	267.67	1019.33	3993.33	192.33	3175.67	13163.0	12528.33	15043.0	3228.33	10172.0	2765.0	13367.0	10584.0	15413.33	3645.67	2451.67	1334.67	2731.0	1530.33	16643.67	17074.0	21553.0	18846.33	6179.67	2515.33	1745.67	2789.33	1137.0	1577.0	870.33	3301.33	1429.67	1008.33	2176.33	14892.0	545.6700000000002	538.3299999999998	1462.67	23224.67	830.6700000000002	1285.33	7014.67	3040.0	2674.67
S-FORMYLGLUTATHIONE-HYDROLASE-RXN	154.0	125.67	96.33	146.67	92.67	6745.0	8605.0	391.67	9034.0	73.67	1460.33	2441.67	3282.33	3204.0	3865.33	66.0	104.0	2759.33	69.33	1733.0	145.67	820.33	475.0	1317.33	171.67	638.0	267.0	171.33	140.33	195.0	7.67	10.0	11.67	12.0	10.67	108.0	29.0	16.67	10.33	48.33	14.33	9.67	9.33	8.0	7.0
SAICARSYN-RXN	16498.17	23559.09	10085.41	15219.75	2700.0	13088.92	23511.0	17004.25	27052.5	5587.5	17731.83	10360.42	24451.83	20204.5	25580.41	19092.17	16910.42	15475.25	23767.33	16977.33	21707.09	23872.58	27042.75	25241.66	11044.84	11751.08	11538.67	12426.41	6546.33	11767.5	6927.5	17031.08	10119.09	11028.08	6306.0	18370.5	3443.67	8095.5	4872.0	24034.0	6143.25	6274.25	16391.75	11009.5	15109.67
SAMDECARB-RXN	154.0	125.67	96.33	146.67	92.67	6745.0	8605.0	391.67	9034.0	73.67	1460.33	2441.67	3282.33	3204.0	3865.33	66.0	104.0	2759.33	69.33	1733.0	145.67	820.33	475.0	1317.33	171.67	638.0	267.0	171.33	140.33	195.0	7.67	10.0	11.67	12.0	10.67	108.0	29.0	16.67	10.33	48.33	14.33	9.67	9.33	8.0	7.0
SELENOCYSTEINE-LYASE-RXN	14124.17	23097.09	7819.41	10171.75	2423.0	12088.92	20178.0	16316.25	23601.5	3560.5	13962.83	7031.42	19181.83	16839.5	20928.41	11260.17	14537.42	5168.25	13161.33	5309.33	18378.09	20481.58	22872.75	20690.66	6508.84	8525.08	7270.67	10639.41	3163.33	9891.5	5505.5	14439.08	4469.09	10212.08	2668.0	13277.5	2186.67	6965.5	1134.0	18259.0	4064.25	4362.25	7058.75	10225.5	10553.67
SERINE--TRNA-LIGASE-RXN	16498.17	23559.09	10085.41	15219.75	2700.0	13088.92	23511.0	17004.25	27052.5	5587.5	17731.83	10360.42	24451.83	20204.5	25580.41	19092.17	16910.42	15475.25	23767.33	16977.33	21707.09	23872.58	27042.75	25241.66	11044.84	11751.08	11538.67	12426.41	6546.33	11767.5	6927.5	17031.08	10119.09	11028.08	6306.0	18370.5	3443.67	8095.5	4872.0	24034.0	6143.25	6274.25	16391.75	11009.5	15109.67
SERINE-O-ACETTRAN-RXN	8900.67	1534.09	5182.41	15218.75	1152.0	13461.42	31992.0	19235.5	35958.25	5751.25	17685.58	11498.42	31500.33	24360.25	34324.41	13149.17	4046.17	15549.75	12400.83	17501.58	28867.84	28864.58	34965.5	32902.91	11867.09	9114.58	8789.92	8139.91	5870.58	5515.25	4359.5	12352.58	9512.84	2819.83	6690.5	25306.25	2446.42	3317.5	4775.25	41099.75	4572.25	6153.75	15163.0	9559.0	10317.17
SHIKIMATE-5-DEHYDROGENASE-RXN	8702.17	1757.09	6437.41	17667.75	1244.0	11225.92	22257.0	16377.25	25104.5	6202.5	12911.83	11803.42	23662.83	17888.5	24458.41	19145.17	3694.42	24240.25	20561.33	26377.33	21641.09	21816.58	26752.75	23946.66	11482.84	8338.08	11263.67	7172.41	8143.33	5849.5	4202.5	8423.08	13693.09	2612.08	8234.0	15561.5	3149.67	3140.5	7104.0	23737.0	5706.25	6815.25	17458.75	8509.5	12131.67
SHIKIMATE-KINASE-RXN	8474.67	1869.76	6321.74	16288.42	1322.67	17794.42	30768.0	16695.67	33971.75	6268.42	14250.41	13850.09	26533.66	20550.75	27967.74	18747.17	3507.67	26294.08	20377.16	26671.08	21780.01	22627.91	27211.0	25257.74	11646.26	7427.58	10887.42	7319.24	8244.41	6033.75	3360.17	4274.58	13518.01	2518.33	8213.17	15651.75	3087.92	2315.17	7098.08	23767.58	5495.58	6603.42	16715.83	7709.0	11224.17
SIALATE-O-ACETYLESTERASE-RXN	8214.67	1835.17	4545.83	10331.83	1557.33	9378.17	21443.0	42587.33	27512.5	6295.83	17118.5	23987.5	79423.0	37390.5	66874.83	6286.67	1975.67	1717.17	1634.0	1788.83	67786.67	58708.5	71645.0	59280.83	19808.17	3481.83	5764.17	21185.83	4629.5	14613.5	2296.33	1996.83	6638.67	3358.33	5152.33	20751.5	2053.17	1030.33	1873.17	35925.17	4163.17	7425.83	7682.67	11901.0	7094.67
SIROHEME-FERROCHELAT-RXN	599.0	450.67	1700.33	4619.67	267.67	7078.0	8708.0	703.6700000000002	9211.0	1350.67	1760.33	4472.67	3386.33	3820.0	3944.33	6691.0	149.0	12360.33	8710.33	12428.0	201.67	871.33	519.0	1402.33	2017.67	2368.0	3841.0	1412.33	2834.33	1596.0	817.67	347.0	4717.67	144.0	2193.67	279.0	966.0	778.67	2708.33	218.33	1657.33	1086.67	3392.33	227.0	3113.0
SORB6PDEHYDROG-RXN	154.0	125.67	96.33	146.67	92.67	6745.0	8605.0	391.67	9034.0	73.67	1460.33	2441.67	3282.33	3204.0	3865.33	66.0	104.0	2759.33	69.33	1733.0	145.67	820.33	475.0	1317.33	171.67	638.0	267.0	171.33	140.33	195.0	7.67	10.0	11.67	12.0	10.67	108.0	29.0	16.67	10.33	48.33	14.33	9.67	9.33	8.0	7.0
SPERMACTRAN-RXN	2841.0	915.42	2135.08	3700.42	756.67	9599.75	18538.0	6248.67	20404.75	1230.42	6970.08	5912.42	17206.33	12076.75	18120.08	1950.5	968.0	3203.08	521.8299999999998	2397.75	12154.67	11721.58	13335.0	13959.08	3824.92	1772.25	2183.75	4060.58	1961.08	2515.75	979.17	397.25	3003.67	1468.0	2268.17	10207.75	782.25	333.17	582.08	17669.58	1648.58	3348.42	3260.83	4683.0	2707.5
SPERMIDINESYN-RXN	599.0	450.67	1700.33	4619.67	267.67	7078.0	8708.0	703.6700000000002	9211.0	1350.67	1760.33	4472.67	3386.33	3820.0	3944.33	6691.0	149.0	12360.33	8710.33	12428.0	201.67	871.33	519.0	1402.33	2017.67	2368.0	3841.0	1412.33	2834.33	1596.0	817.67	347.0	4717.67	144.0	2193.67	279.0	966.0	778.67	2708.33	218.33	1657.33	1086.67	3392.33	227.0	3113.0
SS-BUTANEDIOL-DEHYDROGENASE-RXN	8241.0	22127.0	5252.0	2025.0	1631.0	2196.0	1357.0	939.0	2125.0	662.0	5120.0	588.0	893.0	2932.0	1201.0	6572.0	13261.0	836.0	11847.0	1295.0	122.0	2107.0	334.0	1380.0	1408.0	5143.0	3849.0	6495.0	1097.0	7319.0	3535.0	8945.0	1132.0	8548.0	255.0	2980.0	1231.0	5717.0	466.0	467.0	2080.0	536.0	2316.0	2719.0	6084.0
SUCCARGDIHYDRO-RXN	154.0	125.67	96.33	146.67	92.67	6745.0	8605.0	391.67	9034.0	73.67	1460.33	2441.67	3282.33	3204.0	3865.33	66.0	104.0	2759.33	69.33	1733.0	145.67	820.33	475.0	1317.33	171.67	638.0	267.0	171.33	140.33	195.0	7.67	10.0	11.67	12.0	10.67	108.0	29.0	16.67	10.33	48.33	14.33	9.67	9.33	8.0	7.0
SUCCCOASYN-RXN	9532.34	662.1800000000002	2019.32	7360.0	484.0	15945.34	24395.0	25100.5	27392.5	5548.5	14447.66	11978.84	30964.66	19073.0	28657.82	7154.34	4956.84	7879.5	5194.16	5837.16	28445.18	29174.16	36760.5	29420.32	11067.18	4678.66	3445.34	4890.32	2021.16	3913.5	1575.0	6477.66	2331.68	1661.66	3289.0	10324.0	979.34	997.0	2405.0	11660.5	1318.0	2325.0	13490.5	5310.0	4820.84
SUCCDIAMINOPIMDESUCC-RXN	13461.0	22877.67	8700.33	10846.67	2130.67	10961.0	16713.0	2541.17	18217.5	3528.17	14061.83	8446.67	15434.33	13333.5	15003.33	16605.0	18647.5	16019.33	24994.33	18547.5	6883.17	9676.33	9138.5	11726.83	8822.17	13600.0	10364.5	9048.33	5387.83	9886.5	7276.67	22119.0	8111.17	10271.5	5421.67	13138.5	3018.5	8915.67	5286.83	11930.83	5059.33	3735.67	19112.83	5693.0	13926.0
SUCCGLUALDDEHYD-RXN	154.0	125.67	96.33	146.67	92.67	6745.0	8605.0	391.67	9034.0	73.67	1460.33	2441.67	3282.33	3204.0	3865.33	66.0	104.0	2759.33	69.33	1733.0	145.67	820.33	475.0	1317.33	171.67	638.0	267.0	171.33	140.33	195.0	7.67	10.0	11.67	12.0	10.67	108.0	29.0	16.67	10.33	48.33	14.33	9.67	9.33	8.0	7.0
SUCCGLUDESUCC-RXN	154.0	125.67	96.33	146.67	92.67	6745.0	8605.0	391.67	9034.0	73.67	1460.33	2441.67	3282.33	3204.0	3865.33	66.0	104.0	2759.33	69.33	1733.0	145.67	820.33	475.0	1317.33	171.67	638.0	267.0	171.33	140.33	195.0	7.67	10.0	11.67	12.0	10.67	108.0	29.0	16.67	10.33	48.33	14.33	9.67	9.33	8.0	7.0
SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN	11003.34	1914.18	4710.82	13241.5	1556.0	19432.84	37454.0	30608.0	42619.5	5781.5	17442.16	12096.84	35754.66	26731.5	38742.82	8448.34	1971.34	7253.5	2121.66	5150.16	36498.68	36731.16	45044.0	38608.82	10185.18	3667.16	5556.84	8239.82	4054.16	5123.5	2241.0	2671.16	6300.68	3116.66	4763.0	20559.5	1729.84	813.0	1303.5	35548.5	3518.5	7209.5	7981.0	13396.0	7110.34
SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	154.0	125.67	96.33	146.67	92.67	6745.0	8605.0	391.67	9034.0	73.67	1460.33	2441.67	3282.33	3204.0	3865.33	66.0	104.0	2759.33	69.33	1733.0	145.67	820.33	475.0	1317.33	171.67	638.0	267.0	171.33	140.33	195.0	7.67	10.0	11.67	12.0	10.67	108.0	29.0	16.67	10.33	48.33	14.33	9.67	9.33	8.0	7.0
SUCCINYLDIAMINOPIMTRANS-RXN	2909.5	600.6700000000002	2574.33	6720.67	383.67	7921.5	12032.0	1152.92	12651.75	2108.42	5351.08	6165.67	8963.83	7110.75	8873.33	8362.0	2767.75	13771.83	10928.83	14840.25	3481.42	4220.33	4661.75	5874.58	4715.92	5412.5	5178.25	1982.83	3562.58	2081.75	2279.67	6760.5	5848.42	933.75	3680.17	5218.75	1376.75	1988.67	3764.58	5841.08	2318.33	2143.17	10094.58	1600.5	5477.5
